employee_id,name,age,department,salary,email,join_date,experience_years,city,performance
EMP_1123,Pooja,,Finance,-5000,emp803@,2020-05-10,,Delhi,Good
ID-1124,Kunal,,Finance,50k,emp658@gmail.com,10/05/2020,10,mumbai,
ID-1125,Amit,150,Finance,,emp555@gmail.com,,-3,,Good
,Ankit,,,,emp896@gamil.com,2020/05/10,,,Poor
,Sneha,,Sales,50k,emp706@gmail.com,,15,Mumbai,Average
ID-1128,John,54,finanec,,emp906@gamil.com,,-3,delhi,Excellent
,Harsh@,,I.T,23183,emp673@,,1,,
,Ankit,52,I.T,,emp322@gamil.com,2020-05-10,,Mumbai,
E1131,Rekha,,SALEs,50k,emp322@yahoo.com,2020-05-10,12,Surat,
,Sneha,40,,50k,noemail,2020/05/10,,Surat,Excellent
E1133,John,,SALEs,50k,emp181@gamil.com,2020-05-10,,suratt,Good
E1134,Pooja,,H R,,emp974@gmail.com,,5,Mumbai,Excellent
,Sam,,,,emp936@,,-3,,Excellent
,Pooja,43,I.T,,emp919@gamil.com,,,Surat,
E1137,Ravi,,SALEs,,emp926@yahoo.com,2020-05-10,,suratt,Poor
,"Harsh ",52,IT,-5000,emp723@gamil.com,,,Mumbai,
ID-1139,Harsh,,H R,124299,emp405@yahoo.com,10/05/2020,-3,delhi,Good
,Sneha,,HR,,emp370@gamil.com,,15,Delhi,
EMP_1141,Ankit,,,,emp274@gmail.com,,,suratt,Good
ID-1142,Meera,,IT,,emp584@gamil.com,,,suratt,Poor
E1143,Meera,150,,-5000,invalid@,2020/05/10,20,delhi,Average
,Sam12,49,SALEs,,emp551@yahoo.com,2020-05-10,,suratt,
ID-1145,Rekha,,SALEs,50k,emp12@gamil.com,,-3,Delhi,Poor
ID-1146,Sam,30,Sales,50k,,,16,suratt,EXCELENT
EMP_1147,John,,Finance,-5000,,,,suratt,Excellent
EMP_1148,Amit,21,finanec,,emp375@yahoo.com,10/05/2020,8,suratt,
,John,43,,,emp732@gamil.com,2020-05-10,19,delhi,Good
ID-1150,Harsh,32,IT,-5000,emp300@yahoo.com,10/05/2020,,delhi,Poor
E1151,Harsh,,I.T,-5000,,2020-05-10,-3,Delhi,Average
EMP_1152,Sam,150,Sales,-5000,invalid@,,,suratt,
ID-1153,Kunal,27,Finance,50k,invalid@,,,delhi,Excellent
EMP_1154,Harsh,,I.T,9365,emp554@,10/05/2020,-3,,
ID-1155,Meera,31,I.T,-5000,emp802@yahoo.com,10/05/2020,,suratt,
EMP_1156,Sam,,I.T,105021,emp660@gmail.com,05-10-2020,,delhi,
E1157,Sam,60,IT,121228,,,-3,Surat,Excellent
,Ankit,,Finance,,,05-10-2020,-3,,EXCELENT
EMP_1159,Ankit,,finanec,,emp974@yahoo.com,2020/05/10,,Surat,
E1160,Ravi@,52,,47369,emp383@gamil.com,05-10-2020,,Mumbai,Average
E1161,Rekha,,SALEs,50k,emp562@yahoo.com,,5,,
ID-1162,Harsh,,finanec,,emp167@gamil.com,2020-05-10,,,Excellent
EMP_1163,Ankit,,,,emp240@yahoo.com,10/05/2020,-3,,
,Meera,40,I.T,-5000,emp74@,,-3,Delhi,Good
ID-1165,Meera,,finanec,68310,emp472@gamil.com,10/05/2020,,suratt,
ID-1166,Rekha,22,finanec,110662,emp321@gamil.com,05-10-2020,18,Delhi,
EMP_1167,Amit,,H R,,emp821@gmail.com,2020/05/10,-3,delhi,EXCELENT
,John,150,H R,-5000,emp196@,,,delhi,
E1169,Rekha,,IT,66278,emp219@,05-10-2020,,Delhi,Excellent
,Sam,59,I.T,,emp709@,05-10-2020,,Surat,Poor
ID-1171,Harsh,,finanec,,emp582@gmail.com,2020-05-10,13,,
,Rekha,56,SALEs,-5000,emp236@gamil.com,,,mumbai,EXCELENT
EMP_1173,John,,HR,-5000,emp702@,10/05/2020,13,Surat,Average
EMP_1174,Amit,150,Sales,,emp564@gamil.com,,-3,,
EMP_1175,Sam,,Sales,,emp946@,,,,EXCELENT
E1176,Sam,150,Finance,80722,emp682@gamil.com,10/05/2020,13,suratt,Average
ID-1177,Amit,150,H R,50k,emp857@,10/05/2020,5,delhi,Good
EMP_1178,Kunal,,IT,-5000,emp46@gamil.com,10/05/2020,17,mumbai,
E1179,Rita,150,SALEs,,noemail,2020/05/10,,delhi,
,Ravi,150,H R,50k,emp336@yahoo.com,2020/05/10,-3,Surat,
E1181,Sam##,,I.T,,emp617@gmail.com,10/05/2020,,Delhi,Good
ID-1182,John,,finanec,,emp671@,05-10-2020,-3,,Good
ID-1183,Pooja@,,Finance,50k,emp411@gmail.com,2020-05-10,,suratt,
ID-1184,Kunal,23,SALEs,50k,noemail,,,Surat,
,Pooja,,,111906,emp633@gamil.com,,0,Mumbai,EXCELENT
ID-1186,Meera##,,finanec,50k,,05-10-2020,,suratt,
E1187,Kunal12,150,,104081,emp485@gmail.com,2020-05-10,,delhi,Excellent
ID-1188,Kunal,32,finanec,,emp184@gmail.com,2020-05-10,-3,mumbai,
E1189,Ravi12,,,100241,,2020-05-10,,Mumbai,
ID-1190,Meera,150,H R,,emp719@gamil.com,10/05/2020,,Surat,
,Rekha,,Finance,-5000,emp669@yahoo.com,2020/05/10,0,delhi,Excellent
,Amit,29,finanec,,emp3@yahoo.com,10/05/2020,,Mumbai,Poor
,Pooja,59,I.T,,emp569@gamil.com,,,delhi,
ID-1194,Ravi,,,50k,emp19@gmail.com,2020/05/10,,delhi,
E1195,"Sam ",,,,emp262@,10/05/2020,-3,delhi,Excellent
E1196,Meera@,150,HR,70639,emp991@,10/05/2020,,Delhi,Good
,Amit,,,,emp359@,,,Mumbai,Poor
EMP_1198,Pooja,52,I.T,,emp15@yahoo.com,2020/05/10,,mumbai,Good
EMP_1199,Harsh,,,,emp846@gmail.com,05-10-2020,1,delhi,Average
